cod_ibge;tiposeade;estadual;federal;municipal;particular;total_geral
3501707;Vigilancia_Saude;0;0;2;0;2
3501806;Clinica;0;0;1;0;1
3501806;Consultorio_Isolado;0;0;0;5;5
3501806;Diagnose e Terapia;0;0;0;0;0
3501806;Hospital;0;0;0;0;0
3501806;Outros;0;0;1;1;2
3501806;Pronto Atendimento;0;0;0;0;0
3501806;Unidade_Basica_Saude;0;0;2;0;2
3501806;Unidade_Saude_Mental;0;0;0;0;0
3501806;Unidade_Movel;0;0;0;0;0
3501806;Vigilancia_Saude;0;0;0;0;0
3501905;Clinica;1;0;5;24;30
3501905;Consultorio_Isolado;0;0;0;257;257
3501905;Diagnose e Terapia;0;0;1;49;50
3501905;Hospital;0;0;0;4;4
3501905;Outros;0;0;10;5;15
3501905;Pronto Atendimento;0;0;0;1;1
3501905;Unidade_Basica_Saude;0;0;20;0;20
3501905;Unidade_Saude_Mental;0;0;2;0;2
3501905;Unidade_Movel;0;0;1;1;2
3501905;Vigilancia_Saude;0;0;2;0;2
3502002;Clinica;0;0;0;0;0
3502002;Consultorio_Isolado;0;0;0;4;4
3502002;Diagnose e Terapia;0;0;0;1;1
3502002;Hospital;0;0;0;0;0
3502002;Outros;0;0;1;0;1
3502002;Pronto Atendimento;0;0;0;0;0
3502002;Unidade_Basica_Saude;0;0;1;0;1
3502002;Unidade_Saude_Mental;0;0;0;0;0
3502002;Unidade_Movel;0;0;0;0;0
3502002;Vigilancia_Saude;0;0;0;0;0
3502101;Clinica;1;0;4;5;10
3502101;Consultorio_Isolado;0;0;3;225;228
3502101;Diagnose e Terapia;0;0;1;10;11
3502101;Hospital;1;0;0;2;3
3502101;Outros;0;0;5;1;6
3502101;Pronto Atendimento;0;0;2;1;3
3502101;Unidade_Basica_Saude;1;0;8;0;9
3502101;Unidade_Saude_Mental;0;0;2;0;2
3502101;Unidade_Movel;0;0;0;15;15
3502101;Vigilancia_Saude;0;0;4;0;4
3502200;Clinica;0;0;1;2;3
3502200;Consultorio_Isolado;0;0;0;23;23
3502200;Diagnose e Terapia;0;0;1;9;10
3502200;Hospital;0;0;0;1;1
3502200;Outros;0;0;3;0;3
3502200;Pronto Atendimento;0;0;0;0;0
3502200;Unidade_Basica_Saude;0;0;11;0;11
3502200;Unidade_Saude_Mental;0;0;1;0;1
3502200;Unidade_Movel;0;0;1;0;1
3502200;Vigilancia_Saude;0;0;2;0;2
3502309;Clinica;0;0;0;0;0
3502309;Consultorio_Isolado;0;0;1;7;8
3502309;Diagnose e Terapia;0;0;0;0;0
3502309;Hospital;0;0;0;0;0
3502309;Outros;0;0;2;0;2
3502309;Pronto Atendimento;0;0;0;0;0
3502309;Unidade_Basica_Saude;0;0;3;0;3
3502309;Unidade_Saude_Mental;0;0;0;0;0
3502309;Unidade_Movel;0;0;1;0;1
3502309;Vigilancia_Saude;0;0;0;0;0
3502408;Clinica;0;0;1;0;1
3502408;Consultorio_Isolado;0;0;1;0;1
3502408;Diagnose e Terapia;0;0;0;0;0
3502408;Hospital;0;0;0;0;0
3502408;Outros;0;0;3;0;3
3502408;Pronto Atendimento;0;0;0;0;0
3502408;Unidade_Basica_Saude;0;0;2;0;2
3502408;Unidade_Saude_Mental;0;0;0;0;0
3502408;Unidade_Movel;0;0;0;0;0
3502408;Vigilancia_Saude;0;0;1;0;1
3502507;Clinica;0;0;2;3;5
3502507;Consultorio_Isolado;0;0;0;21;21
3502507;Diagnose e Terapia;0;0;2;5;7
3502507;Hospital;0;0;0;1;1
3502507;Outros;0;0;3;0;3
3502507;Pronto Atendimento;0;0;1;0;1
3502507;Unidade_Basica_Saude;0;0;11;0;11
3502507;Unidade_Saude_Mental;0;0;1;0;1
3502507;Unidade_Movel;0;0;1;0;1
3502507;Vigilancia_Saude;0;0;0;0;0
3502606;Clinica;0;0;0;0;0
3502606;Consultorio_Isolado;0;0;0;0;0
3502606;Diagnose e Terapia;0;0;0;2;2
3502606;Hospital;0;0;0;1;1
3502606;Outros;0;0;2;0;2
3502606;Pronto Atendimento;0;0;0;0;0
3502606;Unidade_Basica_Saude;0;0;2;0;2
3502606;Unidade_Saude_Mental;0;0;0;0;0
3502606;Unidade_Movel;0;0;1;0;1
3502606;Vigilancia_Saude;0;0;0;0;0
3502705;Clinica;0;0;5;1;6
3502705;Consultorio_Isolado;0;0;0;29;29
3502705;Diagnose e Terapia;0;0;1;3;4
3502705;Hospital;0;0;0;1;1
3502705;Outros;0;0;3;0;3
3502705;Pronto Atendimento;0;0;0;0;0
3502705;Unidade_Basica_Saude;0;0;9;0;9
3502705;Unidade_Saude_Mental;0;0;1;0;1
3502705;Unidade_Movel;0;0;2;0;2
3502705;Vigilancia_Saude;0;0;2;0;2
3502754;Clinica;0;0;2;5;7
3502754;Consultorio_Isolado;0;0;0;5;5
3502754;Diagnose e Terapia;0;0;0;2;2
3502754;Hospital;0;0;0;0;0
3502754;Outros;0;0;2;0;2
3502754;Pronto Atendimento;0;0;1;0;1
3502754;Unidade_Basica_Saude;0;0;4;0;4
3502754;Unidade_Saude_Mental;0;0;1;0;1
3502754;Unidade_Movel;0;0;1;1;2
3502754;Vigilancia_Saude;0;0;1;0;1
3502804;Clinica;7;0;10;129;146
3502804;Consultorio_Isolado;1;0;28;711;740
3502804;Diagnose e Terapia;1;0;0;40;41
3502804;Hospital;0;0;1;9;10
3502804;Outros;4;0;3;13;20
3502804;Pronto Atendimento;0;0;2;1;3
3502804;Unidade_Basica_Saude;1;0;22;0;23
3502804;Unidade_Saude_Mental;0;0;3;0;3
3502804;Unidade_Movel;1;0;3;2;6
3502804;Vigilancia_Saude;2;0;2;0;4
3502903;Clinica;0;0;2;4;6
3502903;Consultorio_Isolado;0;0;0;7;7
3502903;Diagnose e Terapia;0;0;0;6;6
3502903;Hospital;0;0;0;9;9
3502903;Outros;0;0;3;1;4
3502903;Pronto Atendimento;0;0;1;0;1
3502903;Unidade_Basica_Saude;0;0;7;0;7
3502903;Unidade_Saude_Mental;0;0;1;0;1
3502903;Unidade_Movel;0;0;1;1;2
3502903;Vigilancia_Saude;0;0;2;0;2
3503000;Clinica;0;0;0;0;0
3503000;Consultorio_Isolado;0;0;4;2;6
3503000;Diagnose e Terapia;0;0;1;0;1
3503000;Hospital;0;0;0;0;0
3503000;Outros;0;0;1;0;1
3503000;Pronto Atendimento;0;0;0;0;0
3503000;Unidade_Basica_Saude;0;0;4;0;4
3503000;Unidade_Saude_Mental;0;0;0;0;0
3503000;Unidade_Movel;0;0;1;0;1
3503000;Vigilancia_Saude;0;0;1;0;1
3503109;Clinica;0;0;0;0;0
3503109;Consultorio_Isolado;0;0;0;3;3
3503109;Diagnose e Terapia;0;0;1;0;1
3503109;Hospital;0;0;1;0;1
3503109;Outros;0;0;1;0;1
3503109;Pronto Atendimento;0;0;0;0;0
3503109;Unidade_Basica_Saude;0;0;1;0;1
3503109;Unidade_Saude_Mental;0;0;0;0;0
3503109;Unidade_Movel;0;0;0;0;0
3503109;Vigilancia_Saude;0;0;1;0;1
3503158;Clinica;0;0;0;0;0
3503158;Consultorio_Isolado;0;0;0;0;0
3503158;Diagnose e Terapia;0;0;0;0;0
3503158;Hospital;0;0;0;0;0
3503158;Outros;0;0;1;0;1
3503158;Pronto Atendimento;0;0;0;0;0
3503158;Unidade_Basica_Saude;0;0;2;0;2
3503158;Unidade_Saude_Mental;0;0;0;0;0
3503158;Unidade_Movel;0;0;1;0;1
3503158;Vigilancia_Saude;0;0;0;0;0
3503208;Clinica;1;0;21;73;95
3503208;Consultorio_Isolado;0;0;25;690;715
3503208;Diagnose e Terapia;1;0;3;20;24
3503208;Hospital;0;0;3;8;11
3503208;Outros;4;0;11;5;20
3503208;Pronto Atendimento;0;0;6;1;7
3503208;Unidade_Basica_Saude;6;0;37;1;44
3503208;Unidade_Saude_Mental;0;0;2;0;2
3503208;Unidade_Movel;1;0;26;3;30
3503208;Vigilancia_Saude;0;0;4;0;4
3503307;Clinica;0;0;6;45;51
3503307;Consultorio_Isolado;0;0;0;337;337
3503307;Diagnose e Terapia;0;0;1;16;17
3503307;Hospital;0;0;1;4;5
3503307;Outros;0;0;3;3;6
3503307;Pronto Atendimento;0;0;2;0;2
3503307;Unidade_Basica_Saude;0;0;27;0;27
3503307;Unidade_Saude_Mental;0;0;2;0;2
3503307;Unidade_Movel;0;0;3;0;3
3503307;Vigilancia_Saude;0;0;2;0;2
3503356;Clinica;0;0;0;0;0
3503356;Consultorio_Isolado;0;0;0;0;0
3503356;Diagnose e Terapia;0;0;0;0;0
3503356;Hospital;0;0;0;0;0
3503356;Outros;0;0;1;0;1
3503356;Pronto Atendimento;0;0;0;0;0
3503356;Unidade_Basica_Saude;0;0;1;0;1
3503356;Unidade_Saude_Mental;0;0;0;0;0
3503356;Unidade_Movel;0;0;0;0;0
3503356;Vigilancia_Saude;0;0;0;0;0
3503406;Clinica;0;0;0;1;1
3503406;Consultorio_Isolado;0;0;2;0;2
3503406;Diagnose e Terapia;0;0;0;0;0
3503406;Hospital;0;0;0;1;1
3503406;Outros;0;0;2;3;5
3503406;Pronto Atendimento;0;0;0;0;0
3503406;Unidade_Basica_Saude;0;0;4;0;4
3503406;Unidade_Saude_Mental;0;0;0;0;0
3503406;Unidade_Movel;0;0;1;0;1
3503406;Vigilancia_Saude;0;0;0;0;0
3503505;Clinica;0;0;0;0;0
3503505;Consultorio_Isolado;0;0;0;1;1
3503505;Diagnose e Terapia;0;0;0;0;0
3503505;Hospital;0;0;0;0;0
3503505;Outros;0;0;2;0;2
3503505;Pronto Atendimento;0;0;0;0;0
3503505;Unidade_Basica_Saude;0;0;2;0;2
3503505;Unidade_Saude_Mental;0;0;0;0;0
3503505;Unidade_Movel;0;0;0;0;0
3503505;Vigilancia_Saude;0;0;0;0;0
3503604;Clinica;0;0;1;1;2
3503604;Consultorio_Isolado;0;0;0;14;14
3503604;Diagnose e Terapia;0;0;0;2;2
3503604;Hospital;0;0;0;0;0
3503604;Outros;0;0;2;0;2
3503604;Pronto Atendimento;0;0;0;0;0
3503604;Unidade_Basica_Saude;0;0;3;0;3
3503604;Unidade_Saude_Mental;0;0;0;0;0
3503604;Unidade_Movel;0;0;1;0;1
3503604;Vigilancia_Saude;0;0;1;0;1
3503703;Clinica;0;0;1;0;1
3503703;Consultorio_Isolado;0;0;0;8;8
3503703;Diagnose e Terapia;0;0;1;1;2
3503703;Hospital;0;0;0;1;1
3503703;Outros;0;0;1;0;1
3503703;Pronto Atendimento;0;0;1;0;1
3503703;Unidade_Basica_Saude;0;0;3;0;3
3503703;Unidade_Saude_Mental;0;0;0;0;0
3503703;Unidade_Movel;0;0;0;0;0
3503703;Vigilancia_Saude;0;0;0;0;0
3503802;Clinica;0;0;3;8;11
3503802;Consultorio_Isolado;0;0;0;50;50
3503802;Diagnose e Terapia;0;0;1;8;9
3503802;Hospital;0;0;0;3;3
3503802;Outros;0;0;4;3;7
3503802;Pronto Atendimento;0;0;1;0;1
3503802;Unidade_Basica_Saude;0;0;15;4;19
3503802;Unidade_Saude_Mental;0;0;1;0;1
3503802;Unidade_Movel;0;0;1;0;1
3503802;Vigilancia_Saude;0;0;0;0;0
3503901;Clinica;0;0;4;20;24
3503901;Consultorio_Isolado;0;0;0;50;50
3503901;Diagnose e Terapia;0;0;0;10;10
3503901;Hospital;0;0;2;2;4
3503901;Outros;0;0;2;0;2
3503901;Pronto Atendimento;0;0;0;0;0
3503901;Unidade_Basica_Saude;0;0;7;0;7
3503901;Unidade_Saude_Mental;0;0;0;0;0
3503901;Unidade_Movel;0;0;2;1;3
3503901;Vigilancia_Saude;0;0;1;0;1
3503950;Clinica;0;0;0;0;0
3503950;Consultorio_Isolado;0;0;0;0;0
3503950;Diagnose e Terapia;0;0;0;0;0
3503950;Hospital;0;0;0;0;0
3503950;Outros;0;0;1;0;1
3503950;Pronto Atendimento;0;0;0;0;0
3503950;Unidade_Basica_Saude;0;0;1;0;1
3503950;Unidade_Saude_Mental;0;0;0;0;0
3503950;Unidade_Movel;0;0;0;0;0
3503950;Vigilancia_Saude;0;0;0;0;0
3504008;Clinica;1;0;6;19;26
3504008;Consultorio_Isolado;0;0;7;363;370
3504008;Diagnose e Terapia;0;0;0;23;23
3504008;Hospital;1;0;1;10;12
3504008;Outros;3;0;14;3;20
3504008;Pronto Atendimento;0;0;3;1;4
3504008;Unidade_Basica_Saude;1;0;22;0;23
3504008;Unidade_Saude_Mental;0;0;2;0;2
3504008;Unidade_Movel;0;0;2;0;2
3504008;Vigilancia_Saude;0;0;0;0;0
3504107;Clinica;1;0;3;49;53
3504107;Consultorio_Isolado;0;0;0;331;331
3504107;Diagnose e Terapia;0;0;1;54;55
3504107;Hospital;0;0;0;3;3
3504107;Outros;0;0;3;9;12
3504107;Pronto Atendimento;0;0;1;0;1
3504107;Unidade_Basica_Saude;0;0;20;0;20
3504107;Unidade_Saude_Mental;0;0;1;0;1
3504107;Unidade_Movel;0;0;8;0;8
3504107;Vigilancia_Saude;0;0;1;0;1
3504206;Clinica;0;0;1;0;1
3504206;Consultorio_Isolado;0;0;3;19;22
3504206;Diagnose e Terapia;0;0;0;2;2
3504206;Hospital;0;0;0;1;1
3504206;Outros;0;0;3;0;3
3504206;Pronto Atendimento;0;0;0;0;0
3504206;Unidade_Basica_Saude;0;0;6;0;6
3504206;Unidade_Saude_Mental;0;0;0;0;0
3504206;Unidade_Movel;0;0;0;0;0
3504206;Vigilancia_Saude;0;0;1;0;1
3504305;Clinica;0;0;0;0;0
3504305;Consultorio_Isolado;0;0;0;0;0
3504305;Diagnose e Terapia;0;0;0;0;0
3504305;Hospital;0;0;0;0;0
3504305;Outros;0;0;1;0;1
3504305;Pronto Atendimento;0;0;0;0;0
3504305;Unidade_Basica_Saude;0;0;1;0;1
3504305;Unidade_Saude_Mental;0;0;0;0;0
3504305;Unidade_Movel;0;0;0;0;0
3504305;Vigilancia_Saude;0;0;0;0;0
3504404;Clinica;0;0;1;0;1
3504404;Consultorio_Isolado;0;0;3;5;8
3504404;Diagnose e Terapia;0;0;0;2;2
3504404;Hospital;0;0;0;0;0
3504404;Outros;0;0;1;2;3
3504404;Pronto Atendimento;0;0;0;0;0
3504404;Unidade_Basica_Saude;1;0;5;0;6
3504404;Unidade_Saude_Mental;0;0;0;0;0
3504404;Unidade_Movel;0;0;0;0;0
3504404;Vigilancia_Saude;0;0;0;0;0
3504503;Clinica;0;0;6;12;18
3504503;Consultorio_Isolado;0;0;0;220;220
3504503;Diagnose e Terapia;0;0;1;21;22
3504503;Hospital;0;0;0;1;1
3504503;Outros;1;0;2;3;6
3504503;Pronto Atendimento;0;0;1;0;1
3504503;Unidade_Basica_Saude;3;0;17;0;20
3504503;Unidade_Saude_Mental;0;0;1;0;1
3504503;Unidade_Movel;0;0;3;0;3
3504503;Vigilancia_Saude;0;0;1;0;1
3504602;Clinica;0;0;1;3;4
3504602;Consultorio_Isolado;0;0;0;5;5
3504602;Diagnose e Terapia;0;0;0;2;2
3504602;Hospital;0;0;0;0;0
3504602;Outros;0;0;1;0;1
3504602;Pronto Atendimento;0;0;0;0;0
3504602;Unidade_Basica_Saude;0;0;3;0;3
3504602;Unidade_Saude_Mental;0;0;0;0;0
3504602;Unidade_Movel;0;0;0;0;0
3504602;Vigilancia_Saude;0;0;1;0;1
3504701;Clinica;0;0;0;0;0
3504701;Consultorio_Isolado;0;0;0;0;0
3504701;Diagnose e Terapia;0;0;0;0;0
3504701;Hospital;0;0;0;0;0
3504701;Outros;0;0;1;0;1
3504701;Pronto Atendimento;0;0;0;0;0
3504701;Unidade_Basica_Saude;2;0;2;0;4
3504701;Unidade_Saude_Mental;0;0;0;0;0
3504701;Unidade_Movel;0;0;0;0;0
3504701;Vigilancia_Saude;0;0;0;0;0
3504800;Clinica;0;0;0;0;0
3504800;Consultorio_Isolado;0;0;1;2;3
3504800;Diagnose e Terapia;0;0;0;1;1
3504800;Hospital;0;0;0;0;0
3504800;Outros;0;0;1;0;1
3504800;Pronto Atendimento;0;0;0;0;0
3504800;Unidade_Basica_Saude;0;0;3;0;3
3504800;Unidade_Saude_Mental;0;0;0;0;0
3504800;Unidade_Movel;0;0;0;0;0
3504800;Vigilancia_Saude;0;0;0;0;0
3504909;Clinica;0;0;1;1;2
3504909;Consultorio_Isolado;0;0;0;1;1
3504909;Diagnose e Terapia;0;0;0;1;1
3504909;Hospital;0;0;0;0;0
3504909;Outros;0;0;2;2;4
3504909;Pronto Atendimento;0;0;0;0;0
3504909;Unidade_Basica_Saude;0;0;6;0;6
3504909;Unidade_Saude_Mental;0;0;1;0;1
3504909;Unidade_Movel;0;0;1;0;1
3504909;Vigilancia_Saude;0;0;0;0;0
3505005;Clinica;0;0;0;0;0
3505005;Consultorio_Isolado;0;0;0;0;0
3505005;Diagnose e Terapia;0;0;0;0;0
3505005;Hospital;0;0;0;0;0
3505005;Outros;0;0;2;0;2
3505005;Pronto Atendimento;0;0;0;0;0
3505005;Unidade_Basica_Saude;0;0;2;0;2
3505005;Unidade_Saude_Mental;0;0;0;0;0
3505005;Unidade_Movel;0;0;0;0;0
3505005;Vigilancia_Saude;0;0;1;0;1
3505104;Clinica;0;0;0;0;0
3505104;Consultorio_Isolado;0;0;0;0;0
3505104;Diagnose e Terapia;0;0;0;0;0
3505104;Hospital;0;0;0;0;0
3505104;Outros;0;0;2;0;2
3505104;Pronto Atendimento;0;0;0;0;0
3505104;Unidade_Basica_Saude;0;0;1;0;1
3505104;Unidade_Saude_Mental;0;0;0;0;0
3505104;Unidade_Movel;0;0;0;0;0
3505104;Vigilancia_Saude;0;0;0;0;0
3505203;Clinica;0;0;3;8;11
3505203;Consultorio_Isolado;0;0;0;59;59
3505203;Diagnose e Terapia;0;0;1;10;11
3505203;Hospital;0;0;0;1;1
3505203;Outros;0;0;1;0;1
3505203;Pronto Atendimento;0;0;0;0;0
3505203;Unidade_Basica_Saude;0;0;6;0;6
3505203;Unidade_Saude_Mental;0;0;2;0;2
3505203;Unidade_Movel;0;0;0;0;0
3505203;Vigilancia_Saude;0;0;0;0;0
3505302;Clinica;0;0;1;4;5
3505302;Consultorio_Isolado;0;0;0;82;82
3505302;Diagnose e Terapia;0;0;1;8;9
3505302;Hospital;0;0;0;1;1
3505302;Outros;0;0;2;0;2
3505302;Pronto Atendimento;0;0;0;0;0
3505302;Unidade_Basica_Saude;0;0;8;0;8
3505302;Unidade_Saude_Mental;0;0;1;0;1
3505302;Unidade_Movel;0;0;0;0;0
3505302;Vigilancia_Saude;0;0;0;0;0
